element_type,osmid,name,shop,geometry,amenity,name:ru,operator,phone,website,nodes,addr:city,addr:country,addr:housenumber,addr:region,addr:street,building,tourism,building:levels,smoking,denomination,historic,religion,leisure,opening_hours,abandoned,abandoned:cafe,description,office,branch,brand:wikidata,brand:wikipedia,contact:facebook,contact:instagram,contact:ok,contact:phone,contact:twitter,contact:vk,contact:website,name:en,ref,wheelchair,abandoned:shop,abandoned:building,aeroway,club,power,ways,type
way,625292526,,,"POLYGON ((37.2600689 58.6736434, 37.2601679 58.6736647, 37.2601509 58.6736861, 37.2602662 58.673711, 37.2602886 58.6736829, 37.2602639 58.6736776, 37.2603036 58.6736277, 37.2601139 58.6735869, 37.2600689 58.6736434))",,,,,,"[5904098816, 5904098823, 5904098824, 5904098825, 5904098829, 5904098828, 5904098826, 5904098827, 5904098816]",,,,,,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625292528,,,"POLYGON ((37.2603307 58.673615, 37.2604251 58.673635, 37.2604479 58.673606, 37.2603535 58.673586, 37.2603307 58.673615))",,,,,,"[5904098830, 5904098831, 5904098832, 5904098833, 5904098830]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326948,,,"POLYGON ((37.2605455 58.6749114, 37.2607387 58.6749832, 37.2607028 58.6749397, 37.260714 58.6749372, 37.2605827 58.6748869, 37.2605455 58.6749114))",,,,,,"[5904083271, 5904491156, 5904491161, 5904491157, 5904491158, 5904083271]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326949,,,"POLYGON ((37.2607387 58.6749832, 37.2608746 58.6749529, 37.2608578 58.6749325, 37.2608388 58.6749094, 37.260714 58.6749372, 37.2607028 58.6749397, 37.2607387 58.6749832))",,,,,,"[5904491156, 5904491159, 5904492414, 5904491160, 5904491157, 5904491161, 5904491156]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326950,,,"POLYGON ((37.2606944 58.6748602, 37.2608792 58.6748833, 37.2609308 58.674772, 37.260746 58.6747489, 37.2606944 58.6748602))",,,,,,"[5904491162, 5904491163, 5904491164, 5904491165, 5904491162]",,,2Д,,улица Салтыкова-Щедрина,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326952,,,"POLYGON ((37.2598992 58.6748073, 37.259995 58.674816, 37.2600055 58.674785, 37.2599096 58.6747763, 37.2598992 58.6748073))",,,,,,"[5904491172, 5904491173, 5904491174, 5904491175, 5904491172]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326953,,,"POLYGON ((37.2593393 58.6747333, 37.2595602 58.6747711, 37.2595645 58.6747643, 37.2596115 58.6747723, 37.2596304 58.6747424, 37.2596002 58.6747372, 37.2596213 58.6747037, 37.259574 58.6746956, 37.2595831 58.6746812, 37.259414 58.6746523, 37.2594021 58.6746711, 37.2593809 58.6746675, 37.2593393 58.6747333))",,,,,,"[5904491176, 5904491177, 5904491178, 5904491179, 5904491180, 5904491181, 5904491182, 5904491183, 5904491184, 5904492285, 5904492286, 5904492287, 5904491176]",,,35А,,улица Карла Маркса,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326954,,,"POLYGON ((37.2596313 58.6746568, 37.2597697 58.674683, 37.2598083 58.6746278, 37.2596699 58.6746016, 37.2596313 58.6746568))",,,,,,"[5904492288, 5904492289, 5904492290, 5904492291, 5904492288]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326955,,,"POLYGON ((37.259633 58.6747041, 37.2596671 58.6747108, 37.2596808 58.6746919, 37.2596467 58.6746852, 37.259633 58.6747041))",,,,,,"[5904492292, 5904492293, 5904492294, 5904492295, 5904492292]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326957,,,"POLYGON ((37.2591272 58.6749543, 37.2592858 58.6749809, 37.259334 58.6749035, 37.2592031 58.6748816, 37.2591903 58.6749023, 37.2591624 58.6748976, 37.2591272 58.6749543))",,,,,,"[5904492297, 5904492298, 5904492299, 5904492300, 5904492301, 5904492296, 5904492297]",,,35,,улица Карла Маркса,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326958,,,"POLYGON ((37.2592733 58.6748658, 37.2593801 58.6748856, 37.2594024 58.6748532, 37.2592956 58.6748334, 37.2592733 58.6748658))",,,,,,"[5904492302, 5904492303, 5904492304, 5904492305, 5904492302]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326959,,,"POLYGON ((37.2593965 58.6749824, 37.2595363 58.6749996, 37.2595557 58.6749569, 37.2594159 58.6749397, 37.2593965 58.6749824))",,,,,,"[5904492306, 5904492307, 5904492308, 5904492309, 5904492306]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326960,,,"POLYGON ((37.2595647 58.6749919, 37.2596929 58.6750067, 37.2597117 58.6749625, 37.2595836 58.6749477, 37.2595647 58.6749919))",,,,,,"[5904492310, 5904492311, 5904492312, 5904492313, 5904492310]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326962,,,"POLYGON ((37.2590304 58.6751121, 37.2591898 58.675137, 37.2592054 58.6751102, 37.2591777 58.6751058, 37.25921 58.6750501, 37.2590783 58.6750295, 37.2590304 58.6751121))",,,,,,"[5904492316, 5904492317, 5904492318, 5904492319, 5904492320, 5904492321, 5904492316]",,,,,,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326964,,,"POLYGON ((37.2596596 58.6752565, 37.2597428 58.6752647, 37.2597567 58.675227, 37.2596735 58.6752187, 37.2596596 58.6752565))",,,,,,"[5904492324, 5904492325, 5904492326, 5904492327, 5904492324]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326966,,,"POLYGON ((37.259099 58.6752018, 37.2592424 58.6752197, 37.2592606 58.6751804, 37.2591172 58.6751625, 37.259099 58.6752018))",,,,,,"[5904492329, 5904492330, 5904492331, 5904492332, 5904492329]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326967,,,"POLYGON ((37.2592694 58.6752198, 37.2593546 58.6752302, 37.2593884 58.675156, 37.2593032 58.6751455, 37.2592694 58.6752198))",,,,,,"[5904492333, 5904492334, 5904492335, 5904492336, 5904492333]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326968,,,"POLYGON ((37.2591176 58.6752392, 37.2592783 58.6752585, 37.259289 58.6752343, 37.2591283 58.6752151, 37.2591176 58.6752392))",,,,,,"[5904492337, 5904492338, 5904492339, 5904492340, 5904492337]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326969,,,"POLYGON ((37.2588399 58.6754045, 37.2590182 58.6754302, 37.2590618 58.6753486, 37.2589362 58.6753305, 37.2589248 58.6753518, 37.2588721 58.6753442, 37.2588399 58.6754045))",,,,,,"[5904492341, 5904492342, 5904492343, 5904492344, 5904492345, 5904492346, 5904492341]",,,,,,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326970,,,"POLYGON ((37.2591515 58.6754557, 37.2592026 58.6754614, 37.2592325 58.6753884, 37.2591509 58.6753793, 37.2591312 58.6754276, 37.2591617 58.675431, 37.2591515 58.6754557))",,,,,,"[5904492347, 5904492348, 5904492349, 5904492350, 5904492351, 5904492352, 5904492347]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326971,,,"POLYGON ((37.2594095 58.6754792, 37.2594942 58.6754894, 37.2595073 58.6754599, 37.2594227 58.6754497, 37.2594095 58.6754792))",,,,,,"[5904492353, 5904492354, 5904492355, 5904492356, 5904492353]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326974,,,"POLYGON ((37.2589055 58.6752891, 37.2590199 58.6753072, 37.2590754 58.6752121, 37.258961 58.6751941, 37.2589055 58.6752891))",,,,,,"[5904492359, 5904492360, 5904492361, 5904492362, 5904492359]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326975,,,"POLYGON ((37.2591593 58.6753394, 37.2592113 58.675346, 37.2592195 58.6753288, 37.2591675 58.6753221, 37.2591593 58.6753394))",,,,,,"[5904492363, 5904492364, 5904492365, 5904492366, 5904492363]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326976,,,"POLYGON ((37.2587263 58.675669, 37.2589913 58.6756984, 37.2590242 58.6756184, 37.2587591 58.675589, 37.2587263 58.675669))",,,,,,"[5904492367, 5904492368, 5904492369, 5904492370, 5904492367]",,,29/1,,улица Карла Маркса,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326978,,,"POLYGON ((37.2588186 58.6755027, 37.2589415 58.6755166, 37.258956 58.675482, 37.2588331 58.6754681, 37.2588186 58.6755027))",,,,,,"[5904492371, 5904492372, 5904492373, 5904492374, 5904492371]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326979,,,"POLYGON ((37.2587743 58.6755706, 37.2588209 58.675576, 37.2588314 58.6755514, 37.2587848 58.675546, 37.2587743 58.6755706))",,,,,,"[5904492375, 5904492376, 5904492377, 5904492378, 5904492375]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326980,,,"POLYGON ((37.2590731 58.6756314, 37.2591831 58.6756442, 37.2591997 58.6756055, 37.2590897 58.6755927, 37.2590731 58.6756314))",,,,,,"[5904492379, 5904492380, 5904492381, 5904492382, 5904492379]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326981,,,"POLYGON ((37.2590465 58.6756921, 37.2591457 58.6757029, 37.2591678 58.6756485, 37.2590685 58.6756376, 37.2590465 58.6756921))",,,,,,"[5904492383, 5904492384, 5904492385, 5904492386, 5904492383]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326982,,,"POLYGON ((37.2598337 58.6746153, 37.2599544 58.674637, 37.2599764 58.674604, 37.2598557 58.6745823, 37.2598337 58.6746153))",,,,,,"[5904492387, 5904492388, 5904492389, 5904492390, 5904492387]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326983,,,"POLYGON ((37.2598078 58.674647, 37.2598393 58.6746478, 37.2598405 58.6746331, 37.2598091 58.6746324, 37.2598078 58.674647))",,,,,,"[5904492391, 5904492392, 5904492393, 5904492394, 5904492391]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326984,,,"POLYGON ((37.2599675 58.6746385, 37.2600733 58.6746578, 37.2600929 58.6746286, 37.2599871 58.6746094, 37.2599675 58.6746385))",,,,,,"[5904492395, 5904492396, 5904492397, 5904492398, 5904492395]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326986,,,"POLYGON ((37.2602838 58.6746815, 37.2603308 58.6746889, 37.2603584 58.6746418, 37.2603115 58.6746344, 37.2602838 58.6746815))",,,,,,"[5904492401, 5904492402, 5904492403, 5904492404, 5904492401]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326987,,,"POLYGON ((37.2603424 58.6747035, 37.2604364 58.6747194, 37.2604643 58.674675, 37.2603702 58.6746591, 37.2603424 58.6747035))",,,,,,"[5904492405, 5904492406, 5904492407, 5904492408, 5904492405]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326988,,,"POLYGON ((37.2605339 58.674744, 37.2606056 58.6747581, 37.2606224 58.674735, 37.2605507 58.6747209, 37.2605339 58.674744))",,,,,,"[5904492409, 5904492410, 5904492411, 5904492412, 5904492409]",,,,,,greenhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326992,,,"POLYGON ((37.2613935 58.6748059, 37.2614242 58.6748296, 37.261533 58.6747915, 37.2615023 58.6747679, 37.2613935 58.6748059))",,,,,,"[5904492416, 5904492417, 5904492418, 5904492419, 5904492416]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326993,,,"POLYGON ((37.2615571 58.6747859, 37.2616504 58.6747505, 37.2616176 58.6747271, 37.2615243 58.6747625, 37.2615571 58.6747859))",,,,,,"[5904492420, 5904492421, 5904492422, 5904492423, 5904492420]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625326994,,,"POLYGON ((37.261672 58.6747456, 37.2617491 58.6747149, 37.2617778 58.6747034, 37.2617563 58.6746889, 37.2617441 58.6746806, 37.2616383 58.6747228, 37.261672 58.6747456))",,,,,,"[5904492424, 5904492434, 5904492425, 5904492428, 5904492426, 5904492427, 5904492424]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332437,,,"POLYGON ((37.2625301 58.6744307, 37.2626579 58.6743315, 37.2626082 58.6743142, 37.2624804 58.6744133, 37.2625301 58.6744307))",,,,,,"[5904537920, 5904537921, 5904537922, 5904537923, 5904537920]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332438,,,"POLYGON ((37.262668 58.6743215, 37.2627059 58.6742861, 37.262652 58.6742704, 37.262614 58.6743058, 37.262668 58.6743215))",,,,,,"[5904537924, 5904537925, 5904537926, 5904537927, 5904537924]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332442,,,"POLYGON ((37.2610606 58.6740283, 37.2611078 58.6740392, 37.2611481 58.6739919, 37.2612058 58.6740052, 37.2612795 58.6739189, 37.261293 58.6739221, 37.2613153 58.673896, 37.2612919 58.6738906, 37.2613042 58.6738762, 37.2613356 58.6738834, 37.2613596 58.6738552, 37.2613105 58.6738439, 37.2613334 58.6738171, 37.2613423 58.6738067, 37.2612847 58.6737934, 37.2612392 58.6738467, 37.2611996 58.6738375, 37.2611447 58.6739018, 37.2611647 58.6739065, 37.2610606 58.6740283))",,,,,,"[5904537929, 5904537934, 5904537935, 5904537936, 5904537937, 5904537938, 5904537939, 5904537940, 5904537941, 5904537942, 5904537943, 5904537944, 5905622893, 5904537945, 5904537946, 5904537947, 5904537948, 5904537949, 5904537950, 5904537929]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332443,,,"POLYGON ((37.2612046 58.673785, 37.2612595 58.6737977, 37.2612782 58.6737759, 37.2612233 58.6737632, 37.2612046 58.673785))",,,,,,"[5904537951, 5904537952, 5904537953, 5904537954, 5904537951]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332444,,,"POLYGON ((37.2611843 58.674326, 37.2613451 58.6743679, 37.2614167 58.6742936, 37.2612559 58.6742517, 37.2611843 58.674326))",,,,,,"[5904537955, 5904537956, 5904537957, 5904537958, 5904537955]",,,,,,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332445,,,"POLYGON ((37.2616595 58.6744633, 37.2618997 58.6745272, 37.2619642 58.6745568, 37.2621956 58.6744426, 37.2618147 58.6743413, 37.2617867 58.6743339, 37.2616595 58.6744633))",,,,,,"[5904537959, 5904537963, 5904537960, 5904537961, 5905621975, 5904537962, 5904537959]",,,2В,,улица Салтыкова-Щедрина,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332446,,,"POLYGON ((37.2620129 58.6743816, 37.2622163 58.6744316, 37.2622378 58.6744369, 37.2622978 58.6743709, 37.2620729 58.6743157, 37.2620129 58.6743816))",,,,,,"[5904537964, 5905622891, 5904537965, 5904537966, 5904537967, 5904537964]",,,,,,garage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332451,,,"POLYGON ((37.261163 58.6742991, 37.2613161 58.6741328, 37.2612395 58.6741138, 37.2610864 58.67428, 37.261163 58.6742991))",,,,,,"[5904537980, 5904537981, 5904537982, 5904537983, 5904537980]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332452,,,"POLYGON ((37.2612334 58.6740986, 37.26134 58.6741261, 37.2613789 58.6740854, 37.2612723 58.6740579, 37.2612553 58.6740757, 37.2612334 58.6740986))",,,,,,"[5904537984, 5904538285, 5904538286, 5904538287, 5905622890, 5904537984]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332455,,,"POLYGON ((37.261328 58.6740352, 37.2614859 58.6740714, 37.2616199 58.6739135, 37.2614919 58.6738842, 37.2614607 58.673877, 37.2613868 58.6739641, 37.2614242 58.6739727, 37.2614097 58.6739897, 37.2613736 58.6739815, 37.261328 58.6740352))",,,,,,"[5904538288, 5904538289, 5904538290, 5904538296, 5904538291, 5904538293, 5904538295, 5904538294, 5904538292, 5904538288]",,,,,,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332458,,,"POLYGON ((37.2616826 58.6740675, 37.2617719 58.674087, 37.2618335 58.6740109, 37.2618096 58.6740057, 37.2618457 58.673961, 37.2617803 58.6739467, 37.2616826 58.6740675))",,,,,,"[5904538302, 5904538303, 5904538304, 5904538305, 5904538306, 5904538307, 5904538302]",,,,,,garage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332459,,,"POLYGON ((37.261857 58.6740617, 37.262024 58.6740975, 37.2620488 58.6740661, 37.2620953 58.6740761, 37.2621402 58.6740195, 37.2619267 58.6739738, 37.261857 58.6740617))",,,,,,"[5904538308, 5904538309, 5904538310, 5904538311, 5904538312, 5904538313, 5904538308]",,,2А,,улица Салтыкова-Щедрина,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332462,,,"POLYGON ((37.2622054 58.6741783, 37.2624153 58.6742238, 37.2624587 58.6741696, 37.262401 58.6741571, 37.2624181 58.6741358, 37.2624985 58.6741532, 37.2625218 58.6741242, 37.2624968 58.6741188, 37.2625113 58.6741006, 37.2623037 58.6740557, 37.2622054 58.6741783))",,,,,,"[5904538316, 5904538317, 5904538318, 5904538319, 5904538320, 5904538321, 5904538322, 5904538323, 5904538324, 5904538325, 5904538316]",,,2Б,,улица Салтыкова-Щедрина,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332465,,,"POLYGON ((37.2624312 58.6742315, 37.2624915 58.6742467, 37.2625217 58.6742144, 37.2624614 58.6741991, 37.2624312 58.6742315))",,,,,,"[5904538331, 5904538332, 5904538333, 5904538334, 5904538331]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332467,,,"POLYGON ((37.2624767 58.6741994, 37.2625244 58.674211, 37.2625529 58.6741794, 37.2625052 58.6741678, 37.2624767 58.6741994))",,,,,,"[5904538335, 5904538336, 5904538337, 5904538338, 5904538335]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332469,,,"POLYGON ((37.2625222 58.674157, 37.2625671 58.6741674, 37.2626006 58.6741281, 37.2625557 58.6741177, 37.2625222 58.674157))",,,,,,"[5904538339, 5904538340, 5904538341, 5904538342, 5904538339]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332471,,,"POLYGON ((37.261778 58.6742097, 37.2618226 58.67422, 37.2618674 58.6741673, 37.2618228 58.6741571, 37.261778 58.6742097))",,,,,,"[5904538346, 5904538347, 5904538348, 5904538349, 5904538346]",,,,,,greenhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332473,,,"POLYGON ((37.2621061 58.674159, 37.2621815 58.6741758, 37.2622001 58.6741532, 37.2621246 58.6741364, 37.2621061 58.674159))",,,,,,"[5904538350, 5904538351, 5904538352, 5904538353, 5904538350]",,,,,,greenhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332475,,,"POLYGON ((37.2614975 58.6744283, 37.2616035 58.6744573, 37.2616223 58.6744388, 37.2615163 58.6744097, 37.2614975 58.6744283))",,,,,,"[5904538354, 5904538355, 5904538356, 5904538357, 5904538354]",,,,,,greenhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332477,,,"POLYGON ((37.2624715 58.6744992, 37.2625408 58.6744562, 37.2624996 58.6744383, 37.2624303 58.6744812, 37.2624715 58.6744992))",,,,,,"[5904538358, 5904538359, 5904538360, 5904538361, 5904538358]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332479,,,"POLYGON ((37.2633313 58.6739903, 37.2633921 58.6739349, 37.2633475 58.6739217, 37.2632867 58.673977, 37.2633313 58.6739903))",,,,,,"[5904538362, 5904538363, 5904538364, 5904538365, 5904538362]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332484,,,"POLYGON ((37.2620793 58.6743008, 37.2621833 58.674327, 37.262221 58.6742866, 37.2621764 58.6742753, 37.2621645 58.6742881, 37.2621051 58.6742731, 37.2620793 58.6743008))",,,,,,"[5904538370, 5904538371, 5904538372, 5904538373, 5904538374, 5904538375, 5904538370]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332486,,,"POLYGON ((37.262163 58.6742577, 37.2622326 58.6742751, 37.2622701 58.6742348, 37.2622005 58.6742173, 37.262163 58.6742577))",,,,,,"[5904538376, 5904538377, 5904538378, 5904538379, 5904538376]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332489,,,"POLYGON ((37.2622508 58.6742892, 37.262314 58.6743051, 37.262352 58.6742641, 37.2622888 58.6742483, 37.2622508 58.6742892))",,,,,,"[5904538380, 5904538381, 5904538382, 5904538383, 5904538380]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332491,,,"POLYGON ((37.2622025 58.6743296, 37.2623285 58.674363, 37.2623507 58.6743403, 37.2622814 58.6743219, 37.2622906 58.6743125, 37.2622339 58.6742975, 37.2622025 58.6743296))",,,,,,"[5904538384, 5904538385, 5904538386, 5904538387, 5904538388, 5904538389, 5904538384]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332493,,,"POLYGON ((37.2597476 58.6744522, 37.2598323 58.674471, 37.2598545 58.6744441, 37.2597697 58.6744252, 37.2597476 58.6744522))",,,,,,"[5904538392, 5904538393, 5904538394, 5904538395, 5904538392]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332495,,,"POLYGON ((37.2599565 58.6744534, 37.2600623 58.6744765, 37.260102 58.6744271, 37.2599962 58.674404, 37.2599565 58.6744534))",,,,,,"[5904538396, 5904538397, 5904538398, 5904538399, 5904538396]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332496,,,"POLYGON ((37.260013 58.6737599, 37.2600795 58.673775, 37.260098 58.6737528, 37.2600315 58.6737377, 37.260013 58.6737599))",,,,,,"[5904538401, 5904538402, 5904538403, 5904538404, 5904538401]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332497,,,"POLYGON ((37.260597 58.6737843, 37.2606216 58.6737521, 37.2605858 58.6737447, 37.2605612 58.6737769, 37.260597 58.6737843))",,,,,,"[5904538405, 5904538406, 5904538407, 5904538408, 5904538405]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332499,,,"POLYGON ((37.2645879 58.6723403, 37.2647813 58.6723857, 37.2648133 58.6723489, 37.2649282 58.6723759, 37.2649779 58.6723186, 37.2646696 58.6722463, 37.2645879 58.6723403))",,,,,,"[5904538418, 5904538419, 5904538420, 5904538421, 5904538422, 5904538423, 5904538418]",,,13,,Раздельная улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332500,,,"POLYGON ((37.2651673 58.6725381, 37.2654347 58.6725948, 37.2654594 58.6725632, 37.2654182 58.6725544, 37.2654518 58.6725115, 37.2652257 58.6724636, 37.2651673 58.6725381))",,,,,,"[5904538424, 5904538425, 5904538426, 5904538427, 5904538428, 5904538429, 5904538424]",,,15,,Раздельная улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625332517,,,"POLYGON ((37.2638867 58.6730958, 37.2640468 58.6731193, 37.264074 58.6730691, 37.2639394 58.6730494, 37.2639139 58.6730456, 37.2638867 58.6730958))",shelter,,,,,"[2582168887, 5904538417, 5904538469, 5904538468, 5904538470, 2582168887]",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625337419,,,"POLYGON ((37.2603764 58.6734442, 37.2605686 58.6734856, 37.2606131 58.6734298, 37.2606372 58.673435, 37.260653 58.6734152, 37.2604366 58.6733686, 37.2603764 58.6734442))",,,,,,"[5904578038, 5904578039, 5904578040, 5904578041, 5904578042, 5904578043, 5904578038]",,,,,,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625337420,,,"POLYGON ((37.2606222 58.6734967, 37.2607245 58.6735183, 37.2607595 58.6734736, 37.260721 58.6734655, 37.2607396 58.6734418, 37.2606758 58.6734283, 37.2606222 58.6734967))",,,,,,"[5904578044, 5904578045, 5904578046, 5904578047, 5904578048, 5904578049, 5904578044]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625337421,,,"POLYGON ((37.2609866 58.6735741, 37.261151 58.6736084, 37.2612382 58.6734955, 37.2610738 58.6734612, 37.2609866 58.6735741))",,,,,,"[5904578050, 5904578051, 5904578052, 5904578053, 5904578050]",,,13,,улица Салтыкова-Щедрина,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625337422,,,"POLYGON ((37.2610631 58.6734143, 37.2612889 58.6734572, 37.2612984 58.6734437, 37.2613246 58.6734486, 37.2613486 58.6734145, 37.2610967 58.6733666, 37.2610631 58.6734143))",,,,,,"[5904578054, 5904578055, 5904578057, 5904578059, 5904578058, 5904578056, 5904578054]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625337423,,,"POLYGON ((37.2614252 58.6736677, 37.2615829 58.6737009, 37.2616162 58.6736581, 37.2616358 58.6736622, 37.2616551 58.6736374, 37.261638 58.6736338, 37.2616566 58.67361, 37.2614965 58.6735763, 37.2614252 58.6736677))",,,,,,"[5904578060, 5904578061, 5904578062, 5904578063, 5904578064, 5904578065, 5904578066, 5904578067, 5904578060]",,,11,,улица Салтыкова-Щедрина,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,625337424,,,"POLYGON ((37.2618831 58.6737636, 37.2620174 58.6737923, 37.2620802 58.6737128, 37.2620148 58.6736988, 37.2620302 58.6736794, 37.2619614 58.6736647, 37.2618831 58.6737636))",,,,,,"[5904578068, 5904578069, 5904578070, 5904578071, 5904578072, 5904578073, 5904578068]",,,9,,улица Салтыкова-Щедрина,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
